Date,AAPL,GSPC,MSFT
2022-09-14,152.60560607910156,245.078857421875,3946.010009765625
2022-09-15,149.71678161621094,238.4325408935547,3901.35009765625
2022-09-16,148.0758819580078,237.8106689453125,3873.330078125
2022-09-19,151.79002380371094,237.5968780517578,3899.889892578125
2022-09-20,154.16787719726562,235.58546447753906,3855.929931640625
2022-09-21,151.04327392578125,232.18460083007812,3789.929931640625
2022-09-22,150.08035278320312,234.15707397460938,3757.989990234375
2022-09-23,147.810546875,231.1837615966797,3693.22998046875
2022-09-26,148.14463806152344,230.72703552246094,3655.0400390625
2022-09-27,149.1173858642578,229.71652221679688,3647.2900390625
2022-09-28,147.23081970214844,234.24453735351562,3719.0400390625
2022-09-29,139.99900817871094,230.77565002441406,3640.469970703125
2022-09-30,135.79351806640625,226.30587768554688,3585.6201171875
2022-10-03,139.96954345703125,233.92391967773438,3678.429931640625
2022-10-04,143.5559844970703,241.8334197998047,3790.929931640625
2022-10-05,143.85072326660156,242.14437866210938,3783.280029296875
2022-10-06,142.8976593017578,239.80259704589844,3744.52001953125
2022-10-07,137.65061950683594,227.60791015625,3639.659912109375
2022-10-10,137.974853515625,222.75921630859375,3612.389892578125
2022-10-11,136.55995178222656,219.0279541015625,3588.840087890625
2022-10-12,135.93109130859375,219.3582763671875,3577.030029296875
2022-10-13,140.5001220703125,227.60791015625,3669.909912109375
2022-10-14,135.97039794921875,222.08872985839844,3583.070068359375
2022-10-17,139.93020629882812,230.80474853515625,3677.949951171875
2022-10-18,141.24688720703125,231.74734497070312,3719.97998046875
2022-10-19,141.35494995117188,229.78453063964844,3695.159912109375
2022-10-20,140.89317321777344,229.46380615234375,3665.780029296875
2022-10-21,144.70562744140625,235.26480102539062,3752.75
2022-10-24,146.84762573242188,240.2495880126953,3797.340087890625
2022-10-25,149.68731689453125,243.56304931640625,3859.110107421875
2022-10-26,146.7493896484375,224.77064514160156,3830.60009765625
2022-10-27,142.27859497070312,220.32998657226562,3807.300048828125
2022-10-28,153.0281219482422,229.19180297851562,3901.06005859375
2022-10-31,150.6698760986328,225.5576934814453,3871.97998046875
2022-11-01,148.02674865722656,221.7097930908203,3856.10009765625
2022-11-02,142.5045928955078,213.86825561523438,3759.68994140625
2022-11-03,136.46165466308594,208.18389892578125,3719.889892578125
2022-11-04,136.19595336914062,215.12176513671875,3770.550048828125
2022-11-07,136.7274169921875,221.41830444335938,3806.800048828125
2022-11-08,137.29827880859375,222.38998413085938,3828.110107421875
2022-11-09,132.74134826660156,218.15341186523438,3748.570068359375
2022-11-10,144.5519561767578,236.1004638671875,3956.3701171875
2022-11-11,147.33729553222656,240.11354064941406,3992.929931640625
2022-11-14,145.939697265625,234.71096801757812,3957.25
2022-11-15,147.67189025878906,235.11907958984375,3991.72998046875
2022-11-16,146.44161987304688,235.5478057861328,3958.7900390625
2022-11-17,148.3411865234375,235.49908447265625,3946.56005859375
2022-11-18,148.90216064453125,235.0508575439453,3965.340087890625
2022-11-21,145.67396545410156,235.85968017578125,3949.93994140625
2022-11-22,147.8096923828125,238.763427734375,4003.580078125
2022-11-23,148.68568420410156,241.2482147216797,4027.260009765625
2022-11-25,145.77235412597656,241.16050720214844,4026.1201171875
2022-11-28,141.9437713623047,235.5770263671875,3963.93994140625
2022-11-29,138.94190979003906,234.1836395263672,3957.6298828125
2022-11-30,145.6936492919922,248.6148681640625,4080.110107421875
2022-12-01,145.96920776367188,248.1763458251953,4076.570068359375
2022-12-02,145.47714233398438,248.4979248046875,4071.699951171875
2022-12-05,144.3157196044922,243.80120849609375,3998.840087890625
2022-12-06,140.6544647216797,238.85110473632812,3941.260009765625
2022-12-07,138.71554565429688,238.12030029296875,3933.919921875
2022-12-08,140.39854431152344,241.0727996826172,3963.510009765625
2022-12-09,139.9163360595703,239.1434326171875,3934.3798828125
2022-12-12,142.20953369140625,246.05209350585938,3990.56005859375
2022-12-13,143.17405700683594,250.34934997558594,4019.64990234375
2022-12-14,140.9497528076172,250.6416473388672,3995.320068359375
2022-12-15,134.34564208984375,242.6416473388672,3895.75
2022-12-16,132.38699340820312,238.43211364746094,3852.360107421875
2022-12-19,130.2808074951172,234.300537109375,3817.659912109375
2022-12-20,130.2119140625,235.6160125732422,3821.6201171875
2022-12-21,133.31219482421875,238.1787567138672,3878.43994140625
2022-12-22,130.1430206298828,232.09837341308594,3822.389892578125
2022-12-23,129.77886962890625,232.62452697753906,3844.820068359375
2022-12-27,127.97773742675781,230.89984130859375,3829.25
2022-12-28,124.05070495605469,228.5319366455078,3783.219970703125
